Hash,Word,Count,AmazonPositive,AmazonNegative,IMDBPositive,IMDBNegative,YelpPositive,YelpNegative
3d6bc7749a26f93af395aa307932dcf4,tailored,2,0,0,0,0,0,-2
3d76215247649c50ddbe1e34f4bc119c,insulted,6,0,0,0,0,0,-6
3dabac3fde33f72600deeafad295553e,qualities,2,0,0,0,-2,0,0
3dac72783f355eb5f7204a16e28581aa,bars,13,3,-6,0,0,2,-2
3dbb06dad6b12846167a46f8fc84f451,fries,18,0,0,0,0,8,-10
3ddaeb82fbba964fb3461d4e4f1342eb,smile,4,0,0,2,-2,0,0
3ddbf46000c2fbd44759f3b4672b64db,nasty,8,0,0,2,0,0,-6
3de177cbd4543b1321b2697415fd97f4,hearts,4,0,0,2,0,0,-2
3de887773a05862104ed852d8439d649,convention,2,0,0,0,-2,0,0
3e0083086a4edc81ac322d668f99ea09,todays,2,0,0,2,0,0,0
3e14c900745b48b4469750c396db7b5f,protects,2,2,0,0,0,0,0
3e1867f5aee83045775fbe355e6a3ce1,beer,16,0,0,0,0,14,-2
3e194b5730ed8b868224b80ac8d7eed9,texas,2,0,-2,0,0,0,0
3e1b00c196db969aa22cdc50c6e966c4,inches,2,0,-2,0,0,0,0
3e1dfdd19b9c2bb9f61f26d0f51a6e64,perplexing,2,0,0,0,-2,0,0
3e2e1f3fbb6a4df1974726639d1c12a6,schilling,2,0,0,2,0,0,0
3e31df05a1d1896559f81b9f34a25e5f,offering,2,0,-2,0,0,0,0
3e34bdebd9bd5edda27e8728904a2552,unit,16,0,-16,0,0,0,0
3e3b205b998e850558c40f01e16f745c,sauces,2,0,0,0,0,0,-2
3e47b75000b0924b6c9ba5759a7cf15d,nothing,50,0,-8,6,-22,2,-12
3e59f9a3710d62d1d50fbf0770886bdd,jonah,4,0,0,2,-2,0,0
3e63afd0565f7fa98d084139112a04d5,however,40,2,-14,14,-6,0,-4
3e83b7e2cad4e1c3a978fff44fa6ae20,psychological,4,0,0,4,0,0,0
3ec8820eb4ea03e30f2c029028c1060b,deserved,4,0,0,4,0,0,0
3ecf2642759a04bd3616642bd56bed59,pcs,2,2,0,0,0,0,0
3ecffdcbbb3dcefa527942795f05e885,teen,2,0,0,0,-2,0,0
3eddf8f8e6a318c917323ee4c9af00d2,lense,2,0,-2,0,0,0,0
3f01a108d7ed607934a2aced227f1c77,plastic,12,2,-8,0,0,2,0
3f02b09a23d308ce064cdf0cbfb2872d,juicehighy,3,3,0,0,0,0,0
3f088ebeda03513be71d34d214291986,1995,2,0,0,0,-2,0,0
3f1b0333a44fd5f611d3429887eba4a8,season,4,0,0,0,-4,0,0
3f206bd2d4fb8b6fbef3e79e1f6c3964,wine,8,0,0,0,0,4,-4
3f24e567591e9cbab2a7d2f1f748a1d4,lemon,2,0,0,0,0,2,0
3f367ea2ca438680e7bdc97bb2e77454,predictable,20,0,0,6,-14,0,0
3f4cede61a59db6832b07ea4f3bd3de1,being,68,8,-8,18,-6,2,-26
3f4d76d14224499cbb624e76dffe91b4,supposed,6,0,0,0,-4,2,0
3f5215d48e31231d3da0a4bf858afa65,hiro,2,0,0,0,0,2,0
3f5f1902acb2e95fffdd4044f7f7844a,imac,2,0,-2,0,0,0,0
3f7039a836c00d92ecf87fd7d338c4db,culture,2,0,0,0,-2,0,0
3f86cc36e1df1334da973da6771b8160,editing,14,0,0,8,-4,0,-2
3f8e09366b7d6118ac7a23432142474a,mere,3,0,-3,0,0,0,0
3f9cd3c7b11eb1bae99dddb3d05da3c5,professor,2,0,0,0,-2,0,0
3fa3905281b6f791ae2a1cfd72eee315,andor,2,0,0,2,0,0,0
3fab41e9b183160ee5afcb1d88274084,thomerson,2,0,0,0,-2,0,0
3fc8819b4a428e88e7f33194b7c6fe65,brokeni,2,0,-2,0,0,0,0
3fcdb73d36d54f2cc22d0f68e6b6e182,form,10,4,-2,4,0,0,0
3fcf79ec32de7a05558a7c2ab65f3b25,keypads,2,0,-2,0,0,0,0
3fd537433981cfee6f763cd1a764586e,photographycinematography,2,0,0,2,0,0,0
3fd6b6210e33bb046e69f256a138e28d,desert,2,0,0,2,0,0,0
3ffa2a5ceb43de1965c158b8a0032675,goremeister,2,0,0,2,0,0,0
3ffb737bae5f1eb69420ba226b1a2083,suspense,14,0,0,6,-8,0,0
4003642ceae88aacbb03d7c5ccdbe820,qualified,2,0,0,0,0,0,-2
4014e2d4452343d72a1937d002e8b5bc,magazine,2,0,0,0,0,0,-2
4015e9ce43edfb0668ddaa973ebc7e87,are,368,50,-42,88,-62,72,-54
40203abe6e81ed98cbc97cdd6ec4f144,mouse,4,0,0,4,0,0,0
40207070aa2f17c7f48d56d6a72616f7,shes,2,0,0,2,0,0,0
4024fb06e1423da90b80f0274e8e4476,gerardo,2,0,0,2,0,0,0
402acb1c3e3f37da6e1bb6cacadc315d,yay,2,0,0,0,0,0,-2
402c5a6fe4c04c7d269c4532baecc8ee,wallet,2,2,0,0,0,0,0
4033be8fcc3b91f7c815d17b33fe4f00,unacceptible,3,0,-3,0,0,0,0
4034a346ccee15292d823416f7510a2f,evil,4,0,0,4,0,0,0
403a06e3848b1fdc7134601fd46a7265,songs,13,0,-3,4,-4,2,0
403e62a41f64c753047ea0af11c89e0c,trashy,2,0,0,0,-2,0,0
404996f3600d71654b8b93593c8c7d36,cingular,6,0,-6,0,0,0,0
405aaff66082ffe7231d7c1f79926c17,nature,4,0,0,2,-2,0,0
4061838f4395ef541fb1b3f07e42bc21,march,2,0,0,2,0,0,0
40713ea8f9253513b11d9604cc99b8eb,unintentionally,2,0,0,0,-2,0,0
407cb3436f86acc235172e57027af714,stuart,2,0,0,2,0,0,0
408514a5ef4e9e5983f66ca3875b9b5e,cingulair,2,0,-2,0,0,0,0
40af42dc9fe23f6d2254ede2f2eef79c,unfortunate,2,0,0,2,0,0,0
40af69e9638ab26e0d3a76f7fd29acd3,climax,2,0,0,2,0,0,0
40b357a283eb1d205b844266264fa263,baklava,2,0,0,0,0,2,0
40be4e59b9a2a2b5dffb918c0e86b3d7,welcome,2,0,0,0,0,2,0
40bea8d637cdf2c1b07fcf0630482b73,reason,12,0,-4,0,-6,0,-2
40dc982b025446874cdc2c6b50cd0809,terminology,2,0,0,0,-2,0,0
40fa73c9d0083043c6576dd2b40511e4,net,2,0,0,0,-2,0,0
4103203b9d034731e47b2edb7a28301e,frustration,4,0,-2,0,-2,0,0
41123025b1407cb61ad3575eb8d4ca06,bussell,2,0,0,0,0,0,-2
4119639092e62c55ea8be348e4d9260d,event,2,0,0,0,0,2,0
4136a932eb7724a00cb87c3fb9e1ea1d,contacts,7,2,-5,0,0,0,0
4142047431f5f974ef182c6f3a4982f6,guess,18,0,-2,2,-8,0,-6
4142bf4029a87c1698c44089edc33aaa,tepid,2,0,0,0,0,0,-2
4153203a4623b3b20fd483de784dd18d,shatner,2,0,0,0,-2,0,0
4155eaa48f92e7db6cec935cae20ae1a,loudspeaker,2,0,-2,0,0,0,0
417e4705aee1415f8583243b8c403af3,balls,2,0,0,2,0,0,0
418c5509e2171d55b0aee5c2ea4442b5,action,14,0,0,2,-12,0,0
4190908d675abc6c2e3931c01c92a6ca,watson,2,0,0,2,0,0,0
419107f1667df41b85d4eef9455ae41a,anywhere,2,2,0,0,0,0,0
41a2e03f8686640344badf516a008503,charge,29,6,-21,0,0,0,-2
41b1df40c9b9692c97defdd964161339,thousand,2,0,0,0,-2,0,0
41b56f1679338646cac2513bc9efe876,americas,2,0,0,2,0,0,0
41ce43a3f8ef399a053aeb93db62d486,cruises,2,0,0,2,0,0,0
41d0e299ca1abeb2094852da042165c7,cover,15,0,-5,2,-6,2,0
41d368a58ee26891a6a586ddaaa604f8,dropped,20,5,-11,0,-2,0,-2
41e1db589d90cecf09838a038ebc8aa1,gyro,2,0,0,0,0,0,-2
41eea327f56314fe1a02469131e9623c,relying,2,0,0,2,0,0,0
41f5e6f4711385168b8d86af05fa7a22,infuriating,2,0,-2,0,0,0,0
41fb67f9ab2971b1bc097d628a92c163,closeups,2,0,0,2,0,0,0
42133a3dcbeafd8d1b0a68cae646de2a,charcoal,4,0,0,0,0,0,-4
4214c7121c87189f5f89a43d75da7143,films,54,0,0,32,-22,0,0
4218f9717091d3ac4eb6a80a83aa5adc,starts,8,0,-4,0,-4,0,0
421b47ffd946ca083b65cd668c6b17e6,video,6,4,0,2,0,0,0
421f70d8b04acbbb86dab7b5b1bb5e97,improvement,4,0,-2,0,-2,0,0
42267b2203b77055ddecf2f98c52c7ab,wih,2,0,0,2,0,0,0
4229d691b07b13341da53f17ab9f2416,hell,6,0,0,0,-4,0,-2
423ca382e26408a2e0e2ba164d1e4834,landline,2,2,0,0,0,0,0
423ee57eda3c2860ca1042739e739a7d,locks,2,0,-2,0,0,0,0
42442f7db13d6abe264913160a1fa742,spacek,2,0,0,2,0,0,0
424dbe533d5a5b0904ee6f79262caa5c,ability,10,0,-4,6,0,0,0
42647ab608c1dbafc2b378c45dc7bd8a,wed,4,0,0,0,-2,2,0
426f958f4a4e713ebccf686a7c011727,good7,2,2,0,0,0,0,0
427d67657268bc8f3a03cdf6be3a5c95,connoisseur,2,0,0,0,0,0,-2
4290d44e430464e14d88a51c962d94ad,funniest,2,0,0,2,0,0,0
4295e8065f2f640103f566df3329e17f,roles,10,2,0,8,0,0,0
4299757a27a1757b9211427a2a6a51ab,debut,2,0,0,2,0,0,0
42ac3f9444573b898ef250937a0d8912,suddenly,3,0,-3,0,0,0,0
42e55a2462c0d3774dba7cba6835ff52,directed,6,2,0,2,-2,0,0
42f3c93a0b1ca287d5456f3fc3200366,latch,2,0,-2,0,0,0,0
42f5ad1fd9f2d094897d47ad498bb141,living,10,2,0,2,-4,2,0
430a4200e0c68f338eeceb4cfb1fcd90,ericsson,2,0,-2,0,0,0,0
431e077067178a6dd061f1e2ab20209d,sos,2,2,0,0,0,0,0
432c660952d8acbb456e789692919f8c,styrofoam,2,0,0,0,0,0,-2
4334028162a32a0b1f76076b121e7963,venue,2,0,0,0,0,2,0
433ec994b4f052f4bbd2d7c841ac760d,windresistant,2,2,0,0,0,0,0
4345dd773256d0f018bbcb77790331e4,abhor,2,0,-2,0,0,0,0
434990c8a25d2be94863561ae98bd682,support,9,0,-9,0,0,0,0
435f06bd2040d14bbacfbefb6e9a9bba,droid,2,2,0,0,0,0,0
435f07c3fc6b4a8850c3d20855f0c213,philippa,2,0,0,2,0,0,0
43781db5c40ecc39fd718685594f0956,save,6,0,-4,0,-2,0,0
437b930db84b8079c2dd804a71936b5f,something,18,2,-2,4,-2,4,-4
43855ca0e30965871489d3fed49c70a0,flaming,2,0,0,2,0,0,0
43a0a1e8212cd9140a5c1fa1ef5a5bac,those,38,6,-2,10,-14,4,-2
43a834131d734e427e05932c7531b225,swivel,2,2,0,0,0,0,0
43b5c9175984c071f30b873fdce0a000,current,4,0,-4,0,0,0,0
43d6c438355ef091da8f46d513567c75,bachi,4,0,0,0,0,2,-2
43dd5461ea090b1115a4eaab4ee7c80e,wayne,4,0,0,4,0,0,0
43e17dbce8b0e69373539cc46a91e90a,extraneous,2,0,0,0,-2,0,0
43f6892b19a725cbb5c4048f88337c79,ventura,2,0,0,2,0,0,0
4434b5fbdc86b9541a9e98cc4e102276,darn,2,0,-2,0,0,0,0
44425e473c881f0467cc993c97c409e2,threw,2,0,-2,0,0,0,0
444bcb3a3fcf8389296c49467f27e1d6,ok,10,0,-4,0,0,0,-6
4460740cd9ee7f43a4fde3a966f0787d,horror,14,0,0,4,-10,0,0
44662e3a8126d43c45a0e7931725fc17,thru,4,2,0,0,0,0,-2
4466476a945cb091a8f4252b96f140d7,suggest,4,0,0,2,0,0,-2
447b7147e84be512208dcc0995d67ebc,item,42,19,-21,0,0,2,0
44a2dc91e1e21b653fd7ff6c63eca555,references,4,0,0,4,0,0,0
44a865c6ef25c528ca9ec15871b8e222,finds,4,2,0,2,0,0,0
44b31d51769b570f2fc0f5d7a0a22cb7,cradles,2,0,-2,0,0,0,0
44c6c370fd1859325f7119e96a81584e,mini,2,0,0,2,0,0,0
44e225b554bd111c7df18e8f9bc5c0be,beensteppedinandtrackedeverywhere,2,0,0,0,0,0,-2
44e4abfe87ffac07c212f01375217ece,voiceovers,2,0,0,0,-2,0,0
44fdec47036f482b68b748f9d786801b,days,23,7,-14,0,-2,0,0
452faada9535dd2c46b4a95ff0cbc35c,correctly,3,0,-3,0,0,0,0
453b31a51346de87be88297519e4d650,8pm,2,0,0,0,-2,0,0
455a339d08df66c59ca402178b728e74,morons,2,0,0,0,-2,0,0
45641e46f614125065559617b3efc5a2,cox,2,0,0,2,0,0,0
4568c103426a8464217007d9c4225caf,toilet,3,0,-3,0,0,0,0
45a691469b881972e148c724f4619e9a,deliver,4,0,0,2,0,0,-2
45aa1f55361dc3cdccc75300a5585874,pucks,2,0,0,0,0,0,-2
45b441fe1b93bc477052dc56fb391091,veggitarian,2,0,0,0,0,2,0
45c48cce2e2d7fbdea1afc51c7c6ad26,9,2,0,0,2,0,0,0
4606a19a8430c9744580e4d608dbf14c,irda,2,0,-2,0,0,0,0
4606b0560c5d4cee89cd450bf8737212,understated,4,0,0,4,0,0,0
46086bc60bd5c19cc4078727e6dc971b,bean,2,0,0,0,0,2,0
460de8fd396fa86217d579fcbfe1ac88,surprises,2,0,0,2,0,0,0
46171b077997b166bb30cf5494eff2f8,ferry,2,0,0,2,0,0,0
4620cf303c1fe229169d745c9b533cb7,nerves,2,0,0,0,-2,0,0
4623a63aa0029c7813af7c61f819cb52,careful,4,0,-4,0,0,0,0
463c8a7593a8a79078cb5c119424e62a,crack,2,0,-2,0,0,0,0
464fe4ea0557b9c34b4ef33c135f6a08,reliability,2,0,-2,0,0,0,0
4651d80cfa79f4933bc5408665394e9c,allison,2,0,0,0,-2,0,0
465223d16534b847faf7b88e6cd17139,falling,6,0,-2,2,0,0,-2
4652b19e09ced75df510bf5a263a2bfe,peanut,2,0,0,0,0,2,0
4655c569d41d7e6473f1ad2fbf8081e3,honestly,8,0,0,0,-4,2,-2
4657e1e28530758509381095cc8e43e0,slid,2,0,-2,0,0,0,0
46628c90338469b77c6ece9b73d56b77,lasting,7,0,-5,2,0,0,0
4663702bdf997fe87bf88fc7cf2b7e27,stylish,2,2,0,0,0,0,0
46684438bb262404b60e93ab7d78f8cb,embarrassing,10,0,-4,0,-6,0,0
4687b50043e5fddfe85f9ccf9ed9752e,stealing,2,0,0,0,-2,0,0
469bba0a564235dfceede42db14f17b0,back,146,2,-14,2,-6,46,-76
46a32b6ca1227591b068c0ff66424b4a,informative,2,0,0,0,0,2,0
46ab2997ca006d78b35db8f6f9de7662,hits,2,0,0,0,0,2,0
46b3931b9959c927df4fc65fdee94b07,about,172,15,-23,50,-50,14,-20
46b5e59b2fd342bf8fee10c561958725,hat,2,0,-2,0,0,0,0
46c48bec0d282018b9d167eef7711b2c,up,143,26,-29,22,-16,16,-34
46d2933242e26367b9dd4e90c6b7344c,struggle,4,0,0,2,0,0,-2
46d5c58ac561565f600bd5fb4d9488d6,surroundings,2,0,0,0,-2,0,0
46e25e123679ab1c022b431dc86ee0a2,cartoon,6,0,0,4,-2,0,0
46ecbec5ec7951ce102670dbd0b2def5,luke,2,0,0,0,0,0,-2
46f9631576015f35f527af2bc67351a6,walk,2,0,0,0,-2,0,0
47019ea147720d0398b7931d66a3fb6a,cinematic,2,0,0,0,-2,0,0
47021220eabdedb646916530a22312df,filet,4,0,0,0,0,0,-4
4709b46906c8ca86ca4f6fe57e78dd55,affordable,2,0,0,0,0,2,0
4709ead2b0079d2d9ae797c94baf3e2a,canal,2,2,0,0,0,0,0
4717d53ebfdfea8477f780ec66151dcb,connection,10,4,-6,0,0,0,0
4735885096bc93d441bbf4f5c045bb02,middleaged,2,0,0,2,0,0,0
47609d70379a4b6b49c9ed24247b761e,lifemy,2,0,0,2,0,0,0
478f3a4c51824ad23cb50c1c60670c0f,task,2,0,0,2,0,0,0
478fe0e94bb810b41b5073367e29ecf7,sympathetic,2,0,0,0,-2,0,0
4798420c82839a4002ba8ad786939aee,simmering,2,0,0,2,0,0,0
47bc17dc1a2f164967f55325d866c75c,olivia,2,0,0,2,0,0,0
47bfa9371d1c52f71d14d832ba2b4415,superficial,2,0,0,0,-2,0,0
47cb06083e87503762f6746725117a3c,concept,2,0,0,0,0,0,-2
47db4a3fa2b15f5d1091678e5e2fe847,ample,4,2,0,0,0,2,0
484803f778f0161d1cb3838241da9662,exceeds,2,2,0,0,0,0,0
4855655ebf33c0714f51895000e2f5f3,stereo,2,2,0,0,0,0,0
48643de4e709ff78a8f7ce1ba36878b2,perhaps,17,3,-4,6,-2,0,-2
4870f9d3a6299578edcc3e6c954baeba,cinema,16,0,0,16,0,0,0
48719d321e4b4a9c2ca8c6a1f8b9cba8,basement,2,0,-2,0,0,0,0
48818f3da3d36ad762480b319b56f588,important,16,4,-6,6,0,0,0
48a05c46584095edfdf6e1f1c506f74b,psyched,2,2,0,0,0,0,0
48aee20d947736a18c6e9d09b526f75a,charged,8,4,-2,0,0,0,-2
48bb082d4244476f2ef109e51f8f7554,alike,2,0,0,2,0,0,0
48bb6e862e54f2a795ffc4e541caed4d,easy,43,29,-6,6,-2,0,0
48d6215903dff56238e52e8891380c8f,blue,11,7,-2,0,0,2,0
48d969cd5be7439453ed2e5ea3283e40,commented,2,0,0,0,-2,0,0
48fa4c38043122c03a61b1fb03d378ee,wild,4,2,0,2,0,0,0
48fbe0bc7a066401ba3ccaae3e636470,artiness,2,0,0,0,-2,0,0
491903eb50e291a5bc41bd4880630f36,assure,4,0,0,0,0,4,0
49256b9819abacbb8e6e031a03abe81b,wait,28,0,0,0,0,6,-22
492bd93456b81ad92f61e8891174ed04,gets,29,11,-4,8,-4,2,0
493f489713c970d87bc1bc5b77a3206c,rinse,2,0,0,0,0,0,-2
49550ee74d40141db74a76fc6e733c9a,drawings,2,0,0,2,0,0,0
495bf9840649ee1ec953d99f8e769889,strawberry,2,0,0,0,0,2,0
4964f8738e5935cd636e09f0ea5dc123,willie,2,0,0,2,0,0,0
4982b37aa4ff1d1761d9567323d2cf38,hay,2,0,0,2,0,0,0
498b4ddc9f957eca6473923163dd117f,idiot,2,0,0,0,-2,0,0
498c381ba18fc1be2160719e3e0a7c45,weird,8,0,-2,2,-2,0,-2
498d3c6bfa033f6dc1be4fcc3c370aa7,son,8,0,-2,4,0,2,0
4998873ea4c18994973e7bd683cefb4f,imperial,2,0,0,2,0,0,0
49af3b640275c9b552a5f3f3d96a6062,ft,3,0,-3,0,0,0,0
49b716790027f1f1ef6478ba77d42bdf,lassie,2,0,0,0,-2,0,0
49c46d0bdaeccb097f50233786762cea,headsets,19,10,-9,0,0,0,0
49c51d19e21c21f775751cde0ea90db5,pulls,2,0,0,0,-2,0,0
49cfbe257fc2454107e5b4daf9f83e13,restaurants,6,0,0,0,0,0,-6
49f0bad299687c62334182178bfd75d8,sad,10,0,0,2,0,0,-8
49f68a5c8493ec2c0bf489821c21fc3b,hi,2,0,0,0,0,0,-2
4a04890400b5d7bac101baace5d7e994,sandwich,18,0,0,0,0,12,-6
4a0b0dcedd48f780778d1cd1bb8f9877,pink,2,0,0,0,0,2,0
4a11fc05ed694c195f0703605b64da90,weekly,2,0,0,0,0,2,0
4a1a27296188c273f6733ead4fe4eff6,got,78,18,-8,6,-10,6,-30
4a1dbf51be367295c9f70cf609f9b3a0,usually,4,4,0,0,0,0,0
4a2028eceac5e1f4d252ea13c71ecec6,what,126,6,-30,20,-24,20,-26
4a41b11e90e598a5e3a252ae1c685b8b,defensemen,2,0,0,0,-2,0,0
4a548addbfb239bbd12f5afe11a4b6dc,middle,2,0,0,0,0,2,0
4a643098821aff288a2e374f06d42f11,soups,2,0,0,0,0,2,0
4a6cbcd66d270792b89f50771604d093,doubt,6,0,0,0,-2,0,-4
4a776428d7409fc7091a8e2aaecbff48,airport,2,0,0,0,0,2,0
4a931512ce65bdc9ca6808adf92d8783,tools,2,2,0,0,0,0,0
4aa1e7414849577e6d4c076c08782d3a,drive,14,0,0,2,-4,4,-4
4ab13b4d29e5ce2ddaa0ca6561ca1ce9,circumstances,4,0,0,2,0,0,-2
4ab4aca1c61c78b89338c3e3804e0e9d,palm,8,2,-4,0,0,0,-2
4ab5259b6df1994999b874b698efdcf2,theatrical,2,0,0,2,0,0,0
4ab57483724829010c32e288b605d5e5,underlying,4,0,0,4,0,0,0
4ab8710d781ba5b13aaf561cafd896b7,made,119,19,-12,30,-24,22,-12
4ab902905cadaff2881df1b706b4baee,looks,29,9,-12,2,-4,0,-2
4abe77c201ff11663ccdf52fd6ecea86,accept,4,0,-4,0,0,0,0
4abfe83299f262f8f7596365e1c8ed9e,killing,4,0,0,0,-4,0,0
4ac0803bdadddc52c8bf5ad3b8fbb70f,wearing,4,0,-4,0,0,0,0
4ac257c57120230fc65f1dd787aa0ed9,loads,7,3,0,2,-2,0,0
4ace69650136d3421a5e0b259c3bb8e3,companions,2,0,0,0,0,2,0
4ad8aa3a3571ea912a6ec5ea5fdcc93c,timing,2,0,0,0,-2,0,0
4ae35dbb42614d2429b7d6d181a950bb,prompt,4,2,0,0,0,2,0
4afba50e89aa695da052190b0b03c22e,eggplant,4,0,0,0,0,4,0
4b04a686b0ad13dce35fa99fa4161c65,785,2,0,0,0,0,0,-2
4b058d8896f47a0e450bd661f9666d50,weve,4,0,0,0,0,0,-4
4b37bb2f0ee63a6754736ac5ea6ae7db,uptight,2,0,0,2,0,0,0
4b3a56a17453e7666478b38547e720e6,blame,2,0,0,0,0,0,-2
4b3b133b0f10c6696a2d8e00a7f4f8d4,delish,6,0,0,0,0,6,0
4b427b9686cf5554ab0925cff7fc03f5,adhesive,2,0,-2,0,0,0,0
4b43b0aee35624cd95b910189b3dc231,r,4,2,0,0,-2,0,0
4b6ab20052251bae41bedcd91906be18,mayowell,2,0,0,0,0,0,-2
4b6bdb199b4e7c48f1a1130885404f2f,flynn,4,0,0,4,0,0,0
4b6d4444b98d2f9ec20b3454f769c35f,reasons,4,0,0,2,0,0,-2
4b6f7d34a58ba399f077685951d06738,customers,4,0,0,0,0,0,-4
4b723a5433bffb31646ea84aa648ea69,chills,2,0,0,2,0,0,0
4b82677b6c1408df4be21ada9a584fde,area,20,0,-6,0,0,10,-4
4b8bafdec076f25030c303049f4e6586,complex,4,0,0,4,0,0,0
4ba09b93a4e608ebef83251954fc1156,impression,2,0,0,2,0,0,0
4bca24304861acde5770fdbe3cc2503b,real,64,4,-8,22,-20,4,-6
4be17d184b54c2111dcb318921909b83,knock,2,2,0,0,0,0,0
4be3bab759c947e1b28fb67e6f2d88ac,accessible,2,0,0,2,0,0,0
4bfda39fbefa28b9c2975eb9b4c3b8db,drunk,2,0,0,0,0,0,-2
4c21a84b1b40661d951d62396d5e30eb,viewers,2,0,0,2,0,0,0
4c30b07c1bfff0144a5e83eb54b41a9f,crayonpencil,2,0,0,2,0,0,0
4c33fdd142a04953e31610161c27c56a,hummus,6,0,0,0,0,6,0
4c4a9fd7f4a4a416922b64bb3060bcd3,attention,8,0,0,4,-2,0,-2
4c62b9769828f1e76a457d71d0a45a5f,protector,4,2,-2,0,0,0,0
4c70e574b11221935834d65f9d3b9ebd,disappoint,6,0,-2,0,0,4,0
4c8c5196b43f3f53984e975bd506a788,leading,2,0,0,2,0,0,0
4c9184f37cff01bcdc32dc486ec36961,public,4,0,0,0,-2,2,0
4c9858e082cad5bd214a9efc0f2f8cec,reach,2,0,-2,0,0,0,0
4c99a076e5daabca6200fdecdbf6fc72,rocked,2,0,0,2,0,0,0
4ca4f434da0ea97ebff27833d69728d3,weekend,2,0,0,0,0,0,-2
4ca9d3dcd2b6843e62d75eb191887cf2,war,6,0,0,6,0,0,0
4cb6c106c809c71abd1940e7dbc26133,himself,2,0,0,2,0,0,0
4cc764e5fe408165d8ffce7b267c0968,perfectly,24,12,0,4,-2,6,0
4ce57ca21b9df0761de3b88ea935ec2f,accessoryone,2,0,-2,0,0,0,0
4ce6f159692e119e5c6c0d1d3ebef59e,ohsomature,2,0,0,0,-2,0,0
4ced6d5722513ed90a841cfd7860cabe,selfsacrifice,2,0,0,2,0,0,0
4cef2f30ac7d33419d00c1d93a090095,locked,2,0,-2,0,0,0,0
4cf78dd4eccd6b0e7045a47ba185fee0,hankering,2,0,0,0,0,2,0
4d066bbb0e40abe54f3000755a45aa6e,purpose,2,0,-2,0,0,0,0
4d1ed7845064eb7e03c2d59f7c9df689,trumbull,2,0,0,2,0,0,0
4d200fce73a8e1cc965cfc2c43343824,grow,2,0,0,0,0,0,-2
4d223e93c8ca274b2b5f44defd003ed4,definitly,2,2,0,0,0,0,0
4d2e7bd33c475784381a64e43e50922f,1199,2,0,0,0,0,0,-2
4d3debafdd402130036512d2af7f3661,tale,8,0,0,8,0,0,0
4d5257e5acc7fcac2f5dcd66c4e78f9a,mickey,6,0,0,6,0,0,0
4d5b720bae354c0adb71d0b764201d79,acceptable,2,0,-2,0,0,0,0
4d6228bbcfe508290f02fde41fc07108,origins,2,0,0,0,-2,0,0
4d64359c89951abba9362db5930a1300,regarding,6,3,-3,0,0,0,0
4d86cfbf8ed3278199d7ae9b77602807,sobering,2,0,0,2,0,0,0
4d88a064222fa9b728a69b6ad7cf81ef,guacamole,2,0,0,0,0,0,-2
4d8916f6f6901a56117a4b016ac7b786,screenplay,2,0,0,2,0,0,0
4d8b6084f3d167b76cac66a22a91be02,kept,21,3,-6,2,0,2,-8
4d9c2073afa3c2abb817dceb22c34de6,reverse,2,0,-2,0,0,0,0
4dca00da67c692296690e90c50c96b79,pad,2,2,0,0,0,0,0
4dd429acbc6ba3433af7f9bf5b4791c9,highlight,2,0,0,0,0,2,0
4dd77ecaf88620f5da8967bbd91d9506,crap,22,0,-10,0,-12,0,0
4dfe207d85ba7c50055047c21dd16103,compelling,4,0,0,4,0,0,0
4e01185105884562db247492e6061168,transceiver,2,2,0,0,0,0,0
4e026537a7d32360c5a22b7cb2e7f61a,mushroom,2,0,0,0,0,0,-2
4e1566f0798fb3d6f350720cacd74446,cost,8,2,0,0,-4,0,-2
4e251e357a78a6680aaaa1f2a885ffa5,cutest,2,0,0,2,0,0,0
4e3d821e1e6207e6acd0e02bc3099e5a,angelina,2,0,0,2,0,0,0
4e51540de05414f71c1d716647f7e2ff,megapixels,3,0,-3,0,0,0,0
4e529dabeb93eb31f02698346d8ccdf8,skimp,2,0,0,0,0,2,0
4e5c4d24ea6e6072bb7cf15d4d70bfbc,fully,4,0,-2,0,-2,0,0
4e70d36d9adc0527adf39bdbe23509e6,fascinating,4,0,0,4,0,0,0
4e841a41d653890f7473515f7ed989b7,burgers,8,0,0,0,0,4,-4
4e8f41fc6bb2a085340ba742f4bb655f,thought,38,4,-2,12,-10,6,-4
4e951936957c783062a399c629ce9a95,pap,2,0,0,0,-2,0,0
4e9ce2fe92844bd8c647bfb3200994db,disgrace,4,0,0,0,-2,0,-2
4ea8a063169921dcc5dee129fde78bba,cult,10,0,0,8,-2,0,0
4eaf562a761b39bcc83a0a03e1670215,roeg,2,0,0,2,0,0,0
4ec2d9339bd7f82895923ef7295a3ffe,ethic,2,0,0,0,0,2,0
4ed9407630eb1000c0f6b63842defa7d,def,2,0,0,0,0,2,0
4eea1e5de59fbc61cb3ab480dbbf6a5f,mic,10,5,-5,0,0,0,0
4efa264f5ef3e1a5c95736e07544ebf0,curve,2,2,0,0,0,0,0
4efaabbe32752c895508202ba11392cb,purity,2,0,0,0,-2,0,0
4f09daa9d95bcb166a302407a0e0babe,short,27,0,-3,16,-6,0,-2
4f0c9674d6096312ee9d5a270bd9e010,commentary,2,0,0,2,0,0,0
4f1d1909b527806e7633504ab7bf789f,creativity,2,0,0,2,0,0,0
4f2747b26d6880f944ba288856ef2028,pics,3,3,0,0,0,0,0
